0,Column 9,名前,セリフ,立ち絵,背景,SE,BGM,備考
85,,星野,「さーて、気分転換おしまい。部屋に帰ろうかー」,,,,,
85,,暮六,「待って待って待って」,,,,,
86,,暮六,「割とマジでシャレにならないので助けてください」,なし,一枚絵５,,,
86,,星野,「シャレにならないって何があったのよ？」,,,,,
86,,暮六,「それは聞くも涙、語るも涙な大河５本分くらいのドラマがございまして」,,,,,
86,,星野,「帰る」,,,,,
86,,暮六,「待って待って待って」,,,,,
87,,星野,「で、何があったってわけ？」,,,,,
87,,暮六,「実は、今日の午後、担任に呼び出されまして」,,,,,
87,,星野,「ほう」,,,,,
88,,先生,『暮六、授業寝すぎだ。このままだと進級させられないぞ？』,立ち絵12,背景８,木琴コロコロ,,
88,,暮六,『にゃんと』,,,,,
89,,先生,『寝てるのも良くはないんだが、それに目を瞑ったとしても、成績が悪すぎる』,立ち絵２,,,,
89,,暮六,『そんなに悪いんですか？』,,,,,
89,,先生,『暮六の中間テスト、５教科で５０点だったぞ』,,,,,
89,,暮六,『悪いですけど、半分取れてたなら……』,,,,,
89,,先生,『５教科合計で５０点だ』,,,,,
89,,暮六,『やべぇ』,,,,,
90,,先生,『とにかく、期末テストはせめてそのくらい取れ！　取ってくれ！じゃないと、一緒に吊るし上げられるんだよ！　こっちも！』,,,,,
91,,暮六,「――という最後通牒があったのですが、何とか値切って平均４０点で手を打たせました」,なし,一枚絵５,木琴コロコロ,,辞書：最後通牒
91,,星野,「値切んなや」,,,,,
92,,暮六,「なので、簡単に４０点取るコツ教えてくーださい」,,,,,
92,,星野,「あるかい！　そんな都合のいいもの」,,,,,
93,,暮六,「……と、思わせておいて？」,,,,,
93,,星野,「ない」,,,,,
93,,暮六,「と、みせかけて？」,,,,,
93,,星野,「ないものはない」,,,,,
94,,暮六,「でもでも、星野さんは全国模試で名前が出る大天才じゃないですか。テストの点の取り方を熟知してるでしょう？　それなら！」,,,,,
94,,星野,「……まあ、確実に点を取る方法はあるわよ」,,,,,
94,,暮六,「おおっ！　教えてください教えてください！」,,,,,
95,,星野,「教科書丸暗記しろ」,,,,,
96,,暮六,「ほーしーみーさーんー。ふざけないでくださいよう」,,,,,
96,,星野,「ふざけてるのはどっちよ？」,,,,,
96,,暮六,「えっ？」,,,,,
97,,星野,「学校では見せないけれど……私がどれだけ勉強してるか、ひつじは知ってるでしょ？　それを都合の良いコツ１個聞いて済ませようって、気分の良い話だと本当に思う？」,,一枚絵６,,,
97,,暮六,「あっ！」,,,,,
98,,暮六,「……ごめんなさい。軽率でした」,,,,,
98,,星野,「ん。じゃ、勉強しようか」,,,,,
98,,暮六,「ぅえっ！？」,,,,,
99,,暮六,「手伝ってくれるの？」,,,,,
99,,星野,「ま、友達ってそういうものらしいじゃん？　私はよく知らないけどさ」,,,,,
100,,星野,「ほら、早くノートと教科書持ってきなさい」,,,,,
100,,暮六,「す、すぐ戻るね！」,,,,,
101,,,,,カット,,,
102,,,,,カット,,,
103,,,,,背景３,,,
104,,星野,「問２．limitを使って微分された佐藤くんと山田さんの気持ちを秋田名物に例えなさい」,,一枚絵７（２）,,カフェオレオレオ,
104,,暮六,「え、えーとえーと……」,,,,,
105,,暮六,「あー、夜だから眠くなってきちゃったー」,,一枚絵７（３）,,,
105,,星野,「あんたは夜、眠くなりゃしないでしょ」,,,,,
105,,暮六,「いやでも、数学は……数学かこれ？　数学は苦手で」,,,,,
105,,星野,「得意な科目あったら５教科合計が５０点になんてならないのよ」,,,,,
105,,暮六,「事実陳列罪で逮捕するぞー」,,,,,
105,,星野,「いいから解け」,,,,,
105,,暮六,「ｳﾜｧﾝ」,,,,,
106,,星野心の声,教えを請われて１週間。真夜中の月の下での勉強会はまだ続いていた。,,,,,ルビ：請われて(ｺ）
107,,星野心の声,ひつじはひとつ迷うたびに雑談を挟むのだが、存外、筋は悪くなかった。,,,,,
107,,星野心の声,応用こそボロボロだが、基礎の基礎――中学生までの内容であれば、だいたいのことを理解していたのだ。,,,,,
108,,星野心の声,不思議に思ったので、直接聞いてみた。,,一枚絵７（２）,,,
108,,星野,「ひつじのバカって中学の頃はマシだったの？」,,,,,ルビ：バカ(ﾋﾞｮｳｷ）
109,,星野心の声,で、返ってきた答えは、,,一枚絵７（１）,,,
109,,暮六,「そうですね。中学の頃はまだ発症していなかったので、普通に日中も勉強できたんです」,,,,,
109,,星野心の声,おバカキャラかと思いきや、当時は学年上位だったという。驚きだ。,,,,,
110,,星野心の声,盛者必衰、いや、人に歴史ありということか。ひつじに必要だったのは、真夜中に教えてくれる教師だったのだろうと思った。,,,,,
110,,星野心の声,まあ、さすがに、望めるものじゃないが。,,,,,
110,,星野,「こんな時間じゃ、家庭教師ですら嫌がるでしょうしね」,,,,,
111,,暮六,「いっそ、教師もノスフェラトゥ病になれば夜に授業してくれそうなんですが」,,一枚絵７（２）,,,
111,,星野,「生徒が足りないでしょ」,,,,,
112,,暮六,「じゃあ、学校でノスフェラトゥ病が大流行するっていうのはどうですか？」,,一枚絵７（１）,,,
112,,星野,「移る病気じゃないでしょうが」,,,,,
112,,暮六,「そこは移るようになっちゃった感じで」,,,,,
112,,星野,「自分の都合で学校に崩壊をもたらすな」,,,,,
113,,星野,「それより、１問目の計算間違ってるから残り全部間違ってるわよ」,,一枚絵７（２）,,,
113,,暮六,「えっ！？」,,,,,
114,,暮六,「もっと早く教えてくださいよう！」,,,,,
114,,星野,「自分を疑うのも勉強のうちよ」,,,,,
114,,暮六,「うがー！」,,,,,
114,,星野,「ははは」,,,,,
115,,星野心の声,何気なく語ったが、ひつじにとってそれは何度も想像した『平等な社会』なのではないだろうか。,,,,,
116,,星野心の声,社会は不平等だと憤る者はいる。,,,,,ルビ：憤る(ｲｷﾄﾞｵ）
116,,星野心の声,己の不遇を社会のせいにして、「もっと俺をチヤホヤしろ」と怒る人たちだ。,,,,,
117,,星野心の声,彼らの主張が真に妥当なのかはさておき、ひつじはそういった不平不満を漏らしはしない。,,,,,
118,,星野心の声,ハンディキャップに苦しんでいるであろう彼女があえて共感を求めようとしないのならば、私はその意志を尊重したい。,,,,,
119,,星野,「そこも問１で間違ってるから、後全部間違いよ」,,,,,
119,,暮六,「だから、なんでもっと早く教えてくれないんですかぁ！？」,,,,,
120,,星野,「そこは今気付いたのよ」,,,,,
120,,暮六,「絶対嘘だぁー！」,,,,,
120,,星野心の声,この気高いノスフェラトゥに心からの称賛を。,,,,,ルビ：ノスフェラトゥ(ﾖﾙﾉｷｿﾞｸ）
121,,,,,,,,
122,,,,,,,,
123,,,,,,,,
124,,兄貴,「よう。待たせたか？」,,,,,
124,,？？,「待ったわよ。１５分も遅いじゃない」,,なし,,,
124,,兄貴,「たかが１５分じゃねえか。固いことは言うなよ」,,,,,
125,,？？,「たかが１５分？　私が何のためにこんなことをしてるかわかってるの？　時間が欲しくてしてるのに、時間を無駄にされたらたまったものじゃないわ！」,,,,,
125,,兄貴,「あー、悪かった悪かった」,,,,,
125,,？？,「まったく！　これだから頭の悪い人は！」,,,,,
125,,兄貴,「へいへい」,,,,,
126,,？？,「……それで、薬は？」,,,,,
126,,兄貴,「ちゃんと持ってきたぞ。ほら、確認しろ」,,,,,
127,,兄貴,「眠気が飛ぶやつ１００錠だ」,,なし,,,
128,,,,,,,,
129,,,,,,,,
130,,,,,,,,
131,,暮六,「星野さん星野さん、やりましたよ！」,"立ち絵４
（パジャマ）",背景３,,HIRAHIRA,
131,,星野,「んー？　どうしたのよ？」,,,,,
132,,暮六,「小テストで初めて満点取れたんです！」,"立ち絵19
（パジャマ）",,,,
132,,星野,「ひつじ……カンニングはダメだってあれほど言ったのに……」,,,,,
132,,暮六,「言ってないですよね！？　違う。カンニングしてないですからね！？」,,,,,
133,,星野,「冗談よ。おめでとう。簡単なテストだったけれども大きな一歩ね」,"立ち絵20
（パジャマ）",,,,
133,,暮六,「はいっ！　星野さんのおかげです！」,,,,,
134,,星野心の声,教えを請われて早二ヵ月。夜の勉強会は成果を上げ始めた。,,,,,ルビ：請われて(ｺ）
135,,星野心の声,遅い歩みではあったが、ひつじは腐らなかった。,,,,,
135,,星野心の声,今の授業と並行して中学時代まで遡って学び直し、ついに実感できる成果を手にしたのだ。,,,,,
136,,暮六,「テストを返却された瞬間、星野さんと同じ高みから愚民どもを見下ろしていると気付いて、もうたまらなかったですよ」,"立ち絵４
（パジャマ）",,,,
136,,星野,「いや、あれは勘違いでもなければほぼ全員が満点取るテストなんだけど？」,,,,,
136,,暮六,「見下ろす側に立ったことには違いないので！」,,,,,
136,,星野,「いいのかそれで」,,,,,
137,,暮六,「でも、あれですね。返却されたテストを直行でゴミ箱にインしちゃう人がいることには驚きました」,"立ち絵1
（パジャマ）",,,,
137,,星野,「あー、進藤さんね」,,,,,
138,,星野,「彼女、いっつもそうよ。小テストはもらったそばから捨ててっちゃうの」,,,,,
139,,暮六,「もしや、進藤さんはあたしの仲間……！」,"立ち絵3
（パジャマ）",,,,
139,,星野,「彼女、勉強できるわよ」,,,,,
139,,暮六,「あうっ！」,,,,,
139,,星野,「具体的には、成績表に私の次に名前が載るわね」,,,,,
139,,暮六,「めちゃめちゃできるじゃないですか！？」,,,,,
140,,星野,「まあ、正直ちょっと苦手なのよね」,"立ち絵1
（パジャマ）",,,,
140,,暮六,「苦手？」,,,,,
140,,星野,「成績が発表されるたびに睨まれてる気がするのよ」,,,,,ルビ：睨まれて(ﾆﾗ）
141,,星野,「自意識過剰……だと思いたいんだけど、実際に私は彼女の目の上のたんこぶしてるわけだし。かといって確かめるのも……」,"立ち絵２
（パジャマ）",,,,
141,,暮六,「『成績発表されたら睨んでますか？』なんて聞けないですもんね」,,,,,ルビ：睨んで(ﾆﾗ）
141,,星野,「そういうこと」,,,,,
142,,暮六,「ピンチの時はあたしを呼んでください。あたしは星野さんの味方です！」,"立ち絵20
（パジャマ）",,,,
142,,星野,「いや、別に何かされたわけじゃないから」,なし,,,,
143,,暮六,「よーし、今夜も勉強がんばりますよー」,,,,,
144,,星野心の声,やったことの結果が出てくると楽しくなるものだ。,,一枚絵７（３）,,HIRAHIRA,
144,,星野心の声,私が１０も２０も言葉を重ねるよりも、テストに書かれたたった２，３文字の点数の方がやる気を出させられる。,,,,,
144,,星野心の声,ちょっと不満だけど。,,,,,
145,,星野心の声,もう少しマシな環境があったならば、こうなるまでも早かったと思うのだが……。,,,,,
146,,暮六,「ここで、えぐりこむようにして三角関数を……なるほど」,,一枚絵７（２）,,,
146,,星野,「ひつじってさ」,,,,,
146,,暮六,「はい？」,,,,,
147,,星野,「定時制高校行くとか中卒で働くとか考えなかったの？」,,,,,
147,,暮六,「あー、考えはしましたけれど、定時制高校って、そんなに真夜中まではやってないんです」,,,,,
147,,星野,「そうなの？」,,,,,
147,,暮六,「はい。２１時台には終わっちゃうようで」,,,,,
147,,星野,「へえ、知らなかった」,,,,,
148,,暮六,「あと、中卒で働くという考えもなかったですね。それだと夢が叶えられないので」,,一枚絵７（１）,,,
148,,星野,「夢？」,,,,,
148,,暮六,「はい」,,,,,
149,,暮六,「あたし、お医者さんになりたいんです」,,一枚絵７（３）,,,
149,,星野,「ほう。そりゃまた、大した夢ね」,,,,,
150,,暮六,「ノスフェラトゥ病にかかって、昼起きてられないつらさを嫌というほど味わいましたので、普通に高卒して医学部行くぞ、って高校入ったんですが……」,,,,,ルビ：ノスフェラトゥ病(ｺﾉﾋﾞｮｳｷ)
150,,星野,「居眠り居眠り雨居眠りで、医学部どころか進級すら怪しくなった、と」,,,,,
150,,暮六,「その通りです……」,,,,,辞書：東大医学部
151,,暮六,「その点、星野さんは良いですよね。全国模試二桁って……それもう、東大医学部だろうと行けるじゃないですか」,,,,,
151,,星野,「フフン、まーね。凄いでしょ？」,,,,,
151,,暮六,「凄いです。心底凄いです」,,,,,
151,,星野,「フフフ……もっと褒めなさい」,,,,,
152,,星野,「模試の順位ばっかり見てるようだけど、私は英検も１級持ってるのよ」,,,,,
152,,暮六,「英検１級！？　え、英語ペラペラリーヌ？」,,,,,
152,,星野,「他にもフランス語とドイツ語も片言レベルでなら話せるわ。どう、凄い？」,,,,,
152,,暮六,「凄いです！　海外だって行き放題じゃないですか！」,,,,,
152,,星野,「フッフーン！　そうよ！　そうなのよ！」,,,,,
153,,星野,「これはまだナイショにしてることだけど……数学オリンピックもいいなぁって思ってるのよね。高校生ならではの挑戦って感じでしょ？」,,,,,辞書：数学オリンピック
153,,暮六,「おおーおおーおおーーーーー！　よくわかんないけど凄いやつですよね、凄い！」,,,,,
153,,星野,「ひつじの認識がふわっふわだけど、そうよ！　凄いのよ！」,,,,,
153,,暮六,「星野さん、かっくいー！」,,,,,
153,,星野,「おーほほほ！　褒めなさい、もっと褒めなさい！」,,,,,
153,,暮六,「それで、星野さんは――」,,,,,
154,,暮六,「――星野さんは、何になりたいんですか？」,,,,,
155,,星野,「えっ……？」,,一枚絵７（１）,,,
156,,暮六,「星野さんは、頑張ってたくさん勉強して、行きたいところに行けるようになったんですよね？　じゃあ――」,,,,,
157,,暮六,「――どこに行きたくて勉強しているんですか？」,,,,,
158,,星野心の声,私は天才である。,,,,,
159,,星野心の声,学校では怠惰にしているのに、さらっと好成績を獲る。格好良い天才。崇められる対象。羨望の的。それが星野ソラ。,,,,,
159,,星野心の声,私は、自分をそう定義したのである。,,,,,
160,,星野心の声,そうとしか、定義していなかったのだ。,,,,,
161,,,,,カット,,,
162,,,,,,,,
163,,,,,,,,
164,,兄貴,「よう。待たせたか？」,,なし,,,
164,,？？,「待ったわよ。学習しないわね、あんた」,,,,,
164,,兄貴,「悪い悪い。忙しくってな」,,,,,
165,,兄貴,「ほら、俺らの傘下で女に乱暴してえやつらが不満を漏らしてて――」,,,,,
165,,？？,「そんなどうでもいいバカの話を私が聞きたいと思う？」,,,,,
166,,兄貴,「……オーケー、仕事の話をしよう。いつもの１００錠でいいんだな？」,,,,,
166,,？？,「ええ。早く出しなさい」,,,,,
167,,兄貴,「ほらよ、眠気が飛ぶやつだ」,,,,,
168,,兄貴,「なあ、もっといい薬は要らないのか？」,,,,,
168,,？？,「いい薬？」,,,,,
168,,兄貴,「集中力が上がる薬とか頭が良くなる薬とかもあるぞ」,,,,,
169,,？？,「そんな都合の良い薬、あるわけないでしょ！　あんた、私をバカにしてんの！？」,,,,,
169,,兄貴,「いや、要らないならいいさ」,,,,,
